111100027.bc,0.733333
111170028.bc,0.804878
111220010.bc,0.711111
111220019.bc,0.717391
111220021.bc,0.761905
111220022.bc,0.8
111220027.bc,0.85
111220030.bc,0.738095
111220031.bc,0.780488
111220039.bc,0.8
111220040.bc,0.744186
111220041.bc,0.75
111220042.bc,0.8
111220043.bc,0.738095
111220044.bc,0.632653
111220047.bc,0.804878
111220048.bc,0.794872
111220049.bc,0.780488
111220054.bc,0.804878
111220056.bc,0.785714
111220059.bc,0.804878
111220063.bc,0.727273
111220067.bc,0.607143
111220068.bc,0.804878
111220077.bc,0.711111
111220078.bc,0.775
111220079.bc,0.673077
111220080.bc,0.744681
111220084.bc,0.680851
111220088.bc,0.780488
111220089.bc,0.820513
111220097.bc,0.804878
111220098.bc,0.704545
111220103.bc,0.833333
111220110.bc,0.864865
111220111.bc,0.66
111220120.bc,0.666667
111220121.bc,0.8
111220125.bc,0.8
111220127.bc,0.744186
111220128.bc,0.733333
111220130.bc,0.846154
111220132.bc,0.673913
111220153.bc,0.815789
111220160.bc,0.695652
111220165.bc,0.761905
111220169.bc,0.6875
111220173.bc,0.804878
111220174.bc,0.7
111220185.bc,0.333333
121160005.bc,0.755556
121220001.bc,0.780488
121220002.bc,0.772727
121220003.bc,0.653846
121220005.bc,0.780488
121220006.bc,0.222222
121220007.bc,0.825
121220019.bc,0.809524
121220027.bc,0.85
121220035.bc,0.73913
121220036.bc,0.790698
121220046.bc,0.790698
121220063.bc,0.66
121220065.bc,0
121220066.bc,0.85
121220068.bc,0.820513
121220069.bc,0.8
121220077.bc,0.780488
121220079.bc,0.75
121220080.bc,0.166667
121220083.bc,0.532258
121220086.bc,0.85
121220092.bc,0.767442
121220093.bc,0
121220094.bc,0.72
121220095.bc,0.809524
121220116.bc,0.8
121220117.bc,0.785714
121220119.bc,0.755556
121220120.bc,0.818182
121220122.bc,0.833333
121220129.bc,0.829268
121220130.bc,0.733333
121220132.bc,0
121220134.bc,0.8
121220140.bc,0.780488
121220144.bc,0.708333
121220148.bc,0
121220155.bc,0.846154
121220156.bc,0.111111
121220304.bc,0.846154
121220306.bc,0.85
121220307.bc,0.75
121220313.bc,0.652174
121242067.bc,0.782609
131220019.bc,0.8
131220032.bc,0.603774
131220049.bc,0.714286
131220054.bc,0.804878
131220056.bc,0.804878
131220057.bc,0.761905
131220062.bc,0.6875
131220070.bc,0.804878
131220071.bc,0.75
131220088.bc,0.829268
131220105.bc,0.653061
131220107.bc,0.8
131220124.bc,0.795455
131220125.bc,0.64
131220130.bc,0.825
131220158.bc,0.804878
131220159.bc,0.693878
131220160.bc,0.685185
131220165.bc,0.804878
131220167.bc,0.153846
MG1433083.bc,0.76087
p.bc,1
